year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_crimil,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
2016,SEN,Senegal,Sub-Saharan Africa,4.075340895,5.64920677,4.322606318,4.682384661,7.049765915,10,10,5,10,10,9,7.4,10,5,5,5,7.466666667,7.83881086,10,5,5,6.666666667,,,10,9.566666667,7.5,9.022222222,10,10,,,10,,,10,,,10,10,10,10,4,6.25,10,7.5,10,8.25,,0,5,2.5,0,0,0,5,2.5,6.774187769,91,6.591176471,9.730965269,6,5,5,5,6.830535435,4.502584537,5.10411342,5.4525733,4.166666667,5,2.788290415,6.37769505,6.689991157,5.403493245,0.682926829,4.252700728,9.333597143,9.628901552,9.83306,0,7.198889674,7.54,7.56,7.0232,7.3744,4.754652977,6.246167371,5.500410174,10,5.829890172,0.769230769,4.756902577,3.785341172,6.665037837,10,7.575665482,10,9.191888494,0,4.18263634,6.030423642,4,7.193970192,0,3.567838362,4.350024462,3.333333333,9.437768774,4.003111005,8.014145354,5.056687028,5.699178326,6.152968394,6.22,125,6.497093885,105,3
2016,SRB,Serbia,Eastern Europe,4.732948066,4.910499575,3.55561199,4.399686544,9.442291144,10,10,7.5,10,10,9.5,10,10,5,10,7.5,9.166666667,9.369652604,10,10,10,10,,,10,8.888888889,5.922222222,8.27037037,7.5,7.5,,,7.5,,,7.5,,,10,8,10,10,5,4.75,10,10,10,8.535714286,7,10,10,10,10,10,10,10,9.25,7.847943252,48,6.444117647,3.689298472,8,10,5,7.5,6.40835403,3.046192725,2.730669379,3.926936388,6.666666667,5.833333333,3.199945732,8.682724548,4.83220617,5.594917138,1,4.945954676,8.508403908,9.305290092,9.7756,5,8.1473235,9.266666667,8.52,7.1584,8.315022222,4.993481238,9.76508969,7.379285464,10,5.630274217,1.538461538,6.969415403,4.712717053,7.601756185,8,7.387528537,9,8.129176179,2.233333333,4.397721688,7.228381633,10,7.505751282,10,6.89419799,2.63922294,6,9.799748803,3.607309739,9.122213825,7.472296882,6.440132031,7.154502067,6.85,84,7.348971626,51,2
2016,SYC,Seychelles,Sub-Saharan Africa,,,,5.384695448,4.905248231,10,10,,10,10,10,,,,,,,7.452624116,10,5,,7.5,,,,9.888888889,6.388888889,8.138888889,,,,,,,,,,,,,10,10,4.666666667,6,,,,7.666666667,,,,,10,10,10,,10,7.372524335,69,0,7.307387881,8,10,10,10,6.32684697,5.03546079,4.450354576,5.709219773,8.2,,4.064276714,7.075346502,5.851063728,5.567375818,0.974358974,5.670494453,7.732406514,8.478045944,9.7969,10,9.001838115,9.226666667,9.44,5.8896,8.185422222,6.050724983,5.318362783,5.684543883,9.026217228,5.966312091,8.461538462,10,8.142616851,7.759700046,5,10,9,8,8.9,4.361702203,5.354610285,8,7.533160609,10,7.358245516,5.03546079,6,8.836812032,3.477952599,8.456048904,9.04720725,6.808913596,7.389053037,7.23,58,7.301262168,54,2
2016,SLE,Sierra Leone,Sub-Saharan Africa,3.836275907,4.135832966,3.803179101,3.925095991,9.314635503,10,10,7.5,9.954931751,10,9.49098635,1.2,10,5,5,5,5.4,8.068540618,10,10,5,8.333333333,,,,8.762222222,8.144444444,8.453333333,,,,,,,,,,,,,10,10,4,5,,,,7.25,,10,10,10,0,10,5,10,8.333333333,7.044659152,77,8.570588235,10,4,7,4,5.5,7.017647059,3.206716378,3.295634588,4.28438584,4.166666667,5.833333333,4.183306561,5.391561338,4.040298065,4.535148938,0.846153846,3.993543765,7.815150715,7.135546946,7.8234,5,6.943524415,8.993333333,7.62,7.144,7.919111111,4.52962478,3.417771222,3.973698001,10,5.23879528,0,1.770010261,2.336268514,6.057269406,2,0,9,3.666666667,3.333333333,4.080425502,5.515749455,8,0,10,5.154918048,3.721904357,2.222222222,9.26755649,2.743900657,7.909590274,6.155201022,5.33672917,4.719437962,5.75,144,6.397329576,112,3
2016,SGP,Singapore,South Asia,6.920866238,8.131371825,7.997978734,7.683405599,9.871776826,10,10,10,10,10,10,10,10,5,5,5,8.333333333,9.401703386,10,5,10,8.333333333,,,5,8.577777778,4.766666667,6.114814815,5,2.5,,,2.5,,,2.5,,,5,3.5,10,6.433210166,2,4.5,7.5,7.5,5,6.133315738,7,10,10,10,0,10,5,10,8,7.479423635,62,4.823529412,8.854173721,8,10,10,10,7.919425783,7.791729768,7.391490937,8.927309513,8.333333333,8.333333333,7.661021481,8.961690843,9.241012732,8.364574115,0.974358974,8.22709857,9.711728122,9.4356877,9.8995,10,9.761728956,10,10,10,10,8.155286312,9.204735593,8.680010952,10,8.531010151,6.923076923,10,8.484695691,9.291176661,10,10,10,10,10,7.637219428,8.377947013,10,10,0,7.669194407,7.687479655,10,9.914706437,8.762031476,9.988779271,9.282603106,9.272599991,8.980598133,8.84,2,8.159711817,25,1
2016,SVK,Slovak Rep.,Eastern Europe,,,,6.275760683,9.581016058,10,10,7.5,10,4.996121995,8.499224399,10,10,10,10,10,10,9.360080152,10,10,10,10,,,7.5,8.555555556,7.127777778,7.727777778,10,10,,,10,,,10,,,10,10,10,10,7.333333333,7.75,10,10,10,9.297619048,7,10,10,10,10,10,10,10,9.25,8.536499891,33,4.05,4.809322327,8,9,2,5.5,5.589830582,2.97900796,2.011313438,5.225345293,10,6.666666667,3.140705679,9.688162581,4.247194927,6.333305042,1,5.587966843,8.257661644,9.721346175,9.896,10,9.468751955,9,8.96,6.8384,8.266133333,5.75373888,9.963313765,7.858526322,10,7.88197875,5.384615385,7.743794892,7.003463009,8.282030666,10,8.774063714,10,9.591354571,,3.482075135,6.681528092,,7.755176154,10,6.979694845,2.286781073,8,9.531848267,3.017560502,6.25400238,7.847809318,6.15633359,7.575794336,7.3,53,7.918249946,36,1
2016,SVN,Slovenia,Eastern Europe,7.694842381,5.859112283,5.797913159,6.450622608,9.807344064,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.769114688,10,10,10,10,,,10,9.177777778,7.822222222,9,10,10,,,10,,,10,,,10,10,10,10,8,8,10,10,10,9.428571429,7,10,10,10,10,10,10,10,9.25,8.822791467,23,4.120588235,4.98651143,8,4,0,2,4.776774916,4.530377785,3.145587444,5.631730557,9.166666667,7.5,4.228332095,8.40706527,7.115565142,7.705590725,0.948717949,6.217592011,8.209171462,9.875551767,9.98868,10,9.518350807,9,8.96,6.8384,8.266133333,6.042392253,9.963313765,8.002853009,10,4.980685115,3.076923077,7.743794892,5.267134361,7.884030176,5,8.739635138,10,7.913211713,2.233333333,2.388771772,5.74078083,8,8.129313462,10,6.082033233,2.780814568,7.777777778,9.646055742,4.776763042,7.007542321,7.253715015,6.540444744,6.845229897,7.05,71,7.936395733,35,1
2016,ZAF,South Africa,Sub-Saharan Africa,5.888714961,6.067467323,5.228230421,5.728137568,0,10,10,5,9.875034528,9.960725137,8.967151933,10,7.5,10,10,10,9.166666667,6.0446062,10,10,10,10,,,10,8.277777778,9.816666667,9.364814815,10,10,,,10,,,10,,,10,10,10,10,7.333333333,5,10,10,10,8.904761905,7,10,10,10,10,10,10,10,9.25,7.695143614,55,4.185294118,7.990042722,8,4,4,4,6.04383421,6.51722749,5.447422266,5.858711402,8.333333333,3.333333333,3.925506183,7.067112134,3.598785798,2.59077986,1,5.185801311,8.893684386,9.699269375,8.7348,5,8.08193844,8.78,8.46,5.072,7.437333333,5.643502872,3.659197714,4.651350293,10,5.997332335,0.769230769,8.296923099,5.021162068,6.777461423,10,7.500463376,10,9.166821125,5.566666667,3.188800415,4.06183958,8,8.273212426,10,6.515086515,3.638131222,3.777777778,8.557155172,2.832113703,8.486324444,7.646041442,5.82292396,7.1682772,6.65,94,7.172571807,63,2
2016,ESP,Spain,Western Europe,8.088213092,6.596637295,6.350741074,7.01186382,9.746606193,10,10,10,10,9.982789974,9.996557995,10,10,5,10,7.5,9.166666667,9.636610285,10,10,10,10,,,10,7.74,6.25,7.996666667,10,7.5,,,10,,,10,,,10,9.5,10,10,8,6.5,10,10,10,9.214285714,7,10,10,10,10,10,10,10,9.25,8.758213764,27,4.517647059,4.560500555,10,5,5,5,6.019536903,5.268001557,3.935998678,6.084128222,8.333333333,8.333333333,5.575964621,7.758620984,8.71231397,7.2295475,1,6.803471355,8.164989515,9.831322156,9.9596,10,9.488977918,9,8.96,6.8384,8.266133333,6.183213393,9.963313765,8.073263579,10,6.762779554,3.076923077,7.743794892,5.861165841,8.050140688,10,7.97018657,10,9.323395523,3.9,3.633370002,6.412395637,8,5.066321217,10,6.168681143,2.960416873,7.777777778,9.49238242,4.682879965,7.516913146,8.296182377,6.78775876,7.426611809,7.56,30,8.159106882,25,1
2016,LKA,Sri Lanka,South Asia,4.241601171,4.482074331,4.832259249,4.518644917,8.980182836,5,10,5,10,9.981134745,7.996226949,10,10,5,5,5,8.333333333,8.436581039,5,5,10,6.666666667,,,7.5,7.44,5.688888889,6.876296296,5,5,,,5,,,5,,,7.5,5.5,10,10,4.333333333,3.75,7.5,7.5,7.5,7.226190476,7,0,0,0,0,0,0,0,1.75,6.040721833,121,8.452941176,9.091303543,7,9,8,8.5,8.26106118,4.86371239,3.804041544,5.239989758,5,5.833333333,3.614643447,7.359711578,5.170000395,5.853353342,0.897435897,4.926880553,8.039273202,8.737118085,9.2026,0,6.494747822,6.626666667,8.14,2.9692,5.911955556,5.471872488,6.232558525,5.852215507,10,5.399929683,0,0,1.799976561,5.891036906,5,7.739771401,10,7.5799238,10,4.101630052,6.454310417,8,0,10,6.425990078,3.870625098,5.777777778,9.602604769,3.473064661,9.043357833,8.116833153,6.647377215,6.884430365,6.49,106,6.265360917,119,3
2016,SDN,Sudan,Sub-Saharan Africa,,,,3.163435126,7.934183725,5,0,2.5,8.467193959,8.923666967,4.978172185,1.2,10,0,0,0,3.733333333,5.548563081,10,5,0,5,,,7.5,8.175555556,3.794444444,6.49,2.5,2.5,,,2.5,,,2.5,,,7.5,3.5,10,10,1.333333333,1,10,0,7.5,5.69047619,,0,0,0,0,0,0,0,0,4.246047171,157,9.823529412,,10,10,7,8.5,9.441176471,,3.5,,0,4.166666667,3.796927204,8.937459171,,,0.463414634,2.985519957,7.268192154,3.405167772,6.449934704,5,5.530823658,,7.6,6.544,7.072,,0.917159763,0.917159763,0,,6.1538,0.885005131,3.519402565,2.877140582,,6.744687251,,6.744687251,8.333333333,,,8,2.517253846,0,4.712646795,,2.444444444,8.539372439,,6.51158996,7.982321236,6.36943202,5.942255355,5.36,153,4.803023585,157,4
2016,SUR,Surime,Latin America & the Caribbean,4.607892737,5.016272325,5.167021141,4.930395401,6.661153688,10,10,,10,10,10,,,5,5,5,5,7.220384563,10,10,,10,,,,9.666666667,9.305555556,9.486111111,,,,,,,,,,,,,10,10,7.333333333,6.75,,,,8.520833333,,10,10,10,10,10,10,,10,7.788563046,50,4.85,8.584782918,10,5,5,5,7.10869573,4.231635431,5.3,5.564618707,5,5,2.745757539,4.627291125,8.009479538,7.078947226,0.974358974,5.21644612,9.467712345,4.512391275,0,10,5.995025905,8.386666667,7.92,6.1312,7.479288889,6.559008182,6.833151018,6.6960796,10,6.629055436,0,7.301292327,4.643449254,7.204704436,5,8.966,5,6.322,10,2.852364602,4.968886496,10,7.006901538,10,7.471358773,2.91348363,1.333333333,6.266282757,4.485371373,7.281612026,7.769344033,5.008237859,6.267198877,6.36,116,7.074281523,67,2
2016,SWZ,Swaziland,Sub-Saharan Africa,,,,4.658352163,3.083054064,10,10,7.5,10,10,9.5,10,10,0,5,2.5,7.5,6.694351355,10,5,5,6.666666667,,,,9.297777778,6.616666667,7.957222222,,,,,,,,,,,,,10,10,1.333333333,2.5,,,,5.958333333,7,5,0,2.5,0,10,5,5,4.875,6.020328657,122,4.994117647,9.875389038,0,7,7,7,5.467376671,4.285714228,3.75,4.65277791,5.1,,1.591293744,7.269266228,7.43055582,7.133333683,0.692307692,4.359061132,7.981410381,9.508401796,8.432,5,7.730453044,0,8.48,5.5616,4.680533333,5.9375,9.808876361,7.873188181,10,6.131306887,0.769230769,9.624430794,5.508322817,7.015511083,8,8.328,10,8.776,8.9,5.833333333,5,10,6.891782367,10,7.770852617,4.727891287,3.555555556,8.866247256,5.009511074,9.021071373,8.632462171,6.635456453,7.727436356,6.46,108,6.240164329,122,3
2016,SWE,Sweden,Western Europe,9.517962085,8.09462332,8.006347972,8.539644459,9.568894853,10,10,10,10,9.979844978,9.995968996,10,10,10,10,10,10,9.854954616,10,10,10,10,,,10,8.371111111,8.283333333,8.884814815,10,10,,,10,,,10,,,10,10,10,10,9.333333333,8.75,10,10,10,9.726190476,10,10,10,10,10,10,10,5,8.75,9.334750298,3,0.841176471,4.641235241,8,2,0,1,3.620602928,8.535521825,6.74304684,8.272355398,9.166666667,10,4.977399611,8.454247017,7.233297825,6.964761417,1,7.816366289,7.726319881,9.840764878,9.80316,10,9.34256119,9,8.96,6.8384,8.266133333,6.85409387,9.919527094,8.386810482,10,7.599192858,3.076923077,7.743794892,6.139970275,8.198228523,10,9.699365485,10,9.899788495,6.666666667,4.169215758,4.361790418,6,10,10,6.866278807,5.22415479,7.111111111,9.734240712,7.836757739,9.007652908,8.632462171,7.924396572,8.230154625,7.44,43,8.387375149,17,1
2016,CHE,Switzerland,Western Europe,,,,8.249290426,9.785457023,10,10,10,10,10,10,10,10,10,5,7.5,9.166666667,9.650707897,10,10,10,10,,,10,7.715555556,6.85,8.188518519,10,10,,,10,,,10,,,10,10,10,10,8.666666667,9,10,10,10,9.666666667,7,10,10,10,10,10,10,10,9.25,9.185518099,10,6.4,6.302265359,10,8,6,7,7.42556634,9.191307227,7.759735187,9.234495163,10,8.333333333,5.162788105,9.598998829,9.269527595,7.925752003,1,8.497326383,9.921561139,9.853986203,9.9132,10,9.922186836,9.906666667,8.74,0,6.215555556,6.392989158,9.889941295,8.141465227,10,7.751826843,3.076923077,7.743794892,6.19084827,7.636967263,8,9.931735656,10,9.310578552,10,7.704854012,8.36662372,6,10,5,7.845246289,6.33434693,8,9.572400552,8.045173963,8.373754301,9.293812433,8.269914696,8.475246512,8.39,4,8.78775905,2,1
2016,SYR,Syria,Middle East & North Africa,,,,1.980355364,9.118885472,0,0,0,0,0,0,10,7.5,0,0,0,5.833333333,4.984072935,0,0,0,0,,,,5.433333333,3.377777778,4.405555556,,,,,,,,,,,,,0,6.201938173,0.333333333,0.5,,,,1.758817876,,0,0,0,0,0,0,0,0,2.511653754,161,6.819650937,8.967029973,2,9,5,7,6.196670228,3.10436513,3.2,5.855555534,3.333333333,7.5,3.219695307,4.0928366,5.9526745,6.109002789,0.463414634,3.444509203,9.478306481,0,1,10,5.11957662,8.366666667,6.7,0.628,5.231555556,5.243370318,2.820138863,4.031754591,8.585209003,4.571993319,0.833333333,0,1.801775551,4.912573675,2,4.756256256,10,5.585418752,8.333333333,3.60679602,7.140709056,6,10,0,5.846806402,4.105006735,0.888888889,9.145364615,4.13262031,,6.233666307,4.901109371,5.444444842,5.02,157,3.765826877,162,4
2016,TWN,Taiwan,East Asia,,,,6.98399638,9.672993268,10,10,7.5,10,10,9.5,,,10,10,10,10,9.724331089,10,10,,10,,,10,9.277777778,8.794444444,9.357407407,10,10,,,10,,,10,,,10,10,10,10,7,8,10,10,10,9.285714286,,10,10,10,10,10,10,,10,9.041394037,15,5.558823529,9.265677742,8,6,6,6,7.206125318,5.75346152,4.522240361,7.648681005,6.666666667,8.333333333,5.509127244,7.886393379,7.614914577,7.017658552,1,6.772497404,9.49079931,9.657538323,9.72,10,9.717084408,9.53428097,8.72,4.88,7.71142699,6.430191993,8.763908745,7.597050369,10,6.021318833,,5.199405142,5.610361988,7.729709837,8,9.243598407,10,9.081199469,6.666666667,6.252064705,8.273697693,10,6.258626923,5,7.075175998,5.028681755,9.555555556,9.65882575,6.513196866,9.402087865,7.522738851,7.946847774,8.034407747,7.89,12,8.465697018,10,1
2016,TJK,Tajikistan,Caucasus & Central Asia,,,,3.297263673,9.355164677,5,10,2.5,9.96183913,10,7.492367826,10,10,5,5,5,8.333333333,8.393621945,5,10,10,8.333333333,,,0,8.388888889,4.677777778,4.355555556,2.5,2.5,,,0,,,2.5,,,2.5,2,10,10,0.666666667,1.75,2.5,2.5,2.5,4.273809524,,10,10,10,10,10,10,5,8.333333333,5.652324579,132,8.541204818,9.063487738,0,10,7,8.5,6.526173139,5.740431945,5.425497293,5.756878853,4,,5.674560361,8.300622615,6.370370388,6.462453207,0.717948718,5.124943241,8.208029129,8.318429782,8.7992,10,8.831414728,9.186666667,8.48,7.8416,8.502755556,5.207971732,3.466294109,4.33713292,10,4.524526398,2.307692308,0.995630772,2.609283159,6.362292909,8,8.526956778,8,8.175652259,5.566666667,5.796495278,7.36348788,8,7.755176154,0,5.746970996,5.798844497,2.666666667,9.44508196,4.963343103,7.947234008,7.489110871,6.385046851,6.769223369,6.72,92,6.18616229,124,4
2016,TZA,Tanzania,Sub-Saharan Africa,3.749894168,5.043567962,3.93893103,4.244131053,7.219002977,10,10,7.5,9.982005392,9.992802157,9.49496151,8.5,7.5,0,0,0,5.333333333,7.349099273,10,10,5,8.333333333,,,5,8.326666667,6.016666667,6.447777778,7.5,5,,,2.5,,,5,,,5,5,10,10,3,4.5,10,10,5,7.5,0,5,5,5,0,10,5,10,5,6.126418693,116,6.364705882,9.894345061,7,8,4,6,7.314762736,4.742652973,4.715267618,5.142761072,6.666666667,8.333333333,5.71449012,7.024452654,5.62778155,5.123465857,0.918918919,5.659837689,9.923924794,8.995829084,8.96594,5,8.221423469,8.56,7.42,5.098,7.026,4.817474683,0.796479552,2.806977117,10,4.976775448,0,10,4.992258483,6.2063089,10,8.265727638,10,9.421909213,5.566666667,4.2762657,5.961697897,10,8.273212426,5,6.512973782,4.242037932,1.777777778,8.652895527,3.893621286,7.906280678,7.679669421,5.692047104,7.208976699,6.92,79,6.523209346,102,3
2016,THA,Thailand,South Asia,3.515098116,5.328004765,4.01599196,4.286364947,8.704225102,10,9.757975368,5,10,10,8.951595074,10,10,5,5,5,8.333333333,8.66305117,10,5,10,8.333333333,,,10,7.417777778,4.35,7.255925926,2.5,0,,,2.5,,,7.5,,,10,4.5,10,9.854785221,1,1.75,10,10,7.5,7.15782646,0,10,5,7.5,10,10,10,0,4.375,6.399562601,106,4.347058824,9.223523916,6,7,7,7,6.642645685,5.129782358,4.431941509,5.153529643,3.333333333,4.166666667,6.272471398,7.468113305,5.086010297,5.186739763,0.846153846,4.741393669,9.835597278,9.750452914,9.96234,5,8.637097548,9.633333333,7.8,3.444,6.959111111,5.721745492,7.84379662,6.782771056,10,6.453384161,1.538461538,6.084410272,4.692085324,7.108491873,8,10,10,9.333333333,5.566666667,5.608285268,5.763191382,10,1.36606213,0,4.717367574,4.260369937,9.111111111,9.790797919,4.04852128,9.223175298,7.063156465,7.249522002,7.100074303,6.85,84,6.624781301,98,3
2016,TLS,Timor-Leste,South Asia,,,,3.261570979,8.420599254,10,10,7.5,0,0,5.5,10,7.5,5,5,5,7.5,7.140199751,5,10,0,5,,,,9.24,8.011111111,8.625555556,,,,,,,,,,,,,10,10,6.333333333,7.25,,,,8.395833333,,5,5,5,10,10,10,5,6.666666667,6.186449627,113,0,7.477157104,7,10,10,10,6.119289276,3.850188266,3.216529876,2.997392829,5.7,,0,,4.292972477,4.733810622,1,3.541556296,7.464397818,7.456269348,9.75588,10,8.669136791,9.166666667,9.5,10,9.555555556,4.288466529,5.045582184,4.667024356,,5.341915865,8.461538462,,6.901727163,7.041435692,,10,9,9.5,2.233333333,4.161840874,5.747952389,8,10,10,6.690521099,5.299327282,4,8.825994322,3.511633214,7.542095278,6.906225895,6.014212665,7.401577922,6.55,101,6.368224813,114,3
2016,TGO,Togo,Sub-Saharan Africa,,,,4.083063827,6.400032893,10,10,7.5,10,10,9.5,9.6,10,5,5,5,8.2,8.033344298,0,10,10,6.666666667,,,10,9.593333333,7.038888889,8.877407407,7.5,5,,,10,,,7.5,,,10,8,10,10,4,5.25,10,10,10,8.464285714,,5,5,5,0,10,5,5,5,6.72993801,92,7.432352941,8.447262339,4,7,,7,6.71990382,,4,,4.166666667,5,3.900700062,2.008727741,,,0.926829268,3.675637715,9.355289155,8.927306554,9.82912,0,7.027928927,6.926666667,7.56,7.0232,7.169955556,,3.292319818,3.292319818,10,,0.769230769,1.65938462,1.214307694,5.419145767,5,7.536776543,10,7.512258848,1.666666667,,,8,7.006901538,0,4.168392051,,3.777777778,9.011333372,,8.236389968,7.578785483,7.15107165,6.27724085,5.82,141,6.274969005,119,3
2016,TTO,Trinidad and Tobago,Latin America & the Caribbean,4.420307772,5.900685728,3.873113155,4.731368885,0,10,10,7.5,10,10,9.5,10,10,5,5,5,8.333333333,5.944444444,10,10,10,10,,,,8.76,8.472222222,8.616111111,,,,,,,,,,,,,10,10,7.666666667,7.25,,,,8.729166667,,10,10,10,0,0,0,10,6.666666667,6.920446388,82,6.962177808,8.418998307,0,9,5,7,5.595294029,5.81141154,3.234002591,5.448759397,8.333333333,3.333333333,2.964498047,6.243780052,3.161009947,2.883490722,0.974358974,4.542519459,9.718556709,7.098622504,9.38792,10,9.051274803,8.9,7.86,5.8056,7.521866667,6.707932155,6.181079391,6.444505773,10,6.040420533,6.153846154,10,7.398088895,7.841115334,8,0,10,6,10,4.280395508,6.069699128,10,5.136215,10,7.581051606,3.89056007,6.666666667,9.655422843,2.941504796,6.792368898,7.646041442,6.265427452,6.61549302,6.73,91,6.825223194,81,2
2016,TUN,Tunisia,Middle East & North Africa,5.074037345,4.903501481,4.29587226,4.757803695,8.780159366,10,7.895336487,5,7.924567924,9.543989572,8.072778797,10,7.5,0,0,0,5.833333333,7.562090498,10,10,5,8.333333333,,,7.5,8.033333333,3.838888889,6.457407407,7.5,7.5,,,7.5,,,7.5,,,10,8,10,9.123056869,4,5.5,10,7.5,10,8.017579553,,5,0,2.5,0,0,0,10,4.166666667,6.577472244,98,5.311764706,6.411152109,7,7,2,4.5,5.805729204,4.698956807,4.116498629,5.83028396,6.666666667,8.333333333,4.881959393,7.25779119,5.566156705,5.266134738,0.804878049,5.276037704,9.343496122,9.646035885,9.2578,0,7.061833002,8.833333333,7.68,5.2672,7.260177778,4.621746937,7.256812973,5.939279955,9.243353783,5.439816316,0.769230769,9.403179512,5.204075532,6.911721762,5,6.671497231,10,7.22383241,6.1,2.798029582,4.488418102,10,5.510352308,3,5.316133332,3.360775708,5.111111111,9.599497607,3.979210893,9.342648644,8.374647662,6.627981938,6.389315893,6.29,121,6.433736122,109,3
2016,TUR,Turkey,Middle East & North Africa,3.579994698,4.373414022,3.970161019,3.974523246,8.274906404,10,0,2.5,5.791014267,3.027504908,4.263703835,10,10,10,10,10,10,7.51287008,10,10,10,10,,,2.5,7.048888889,3.933333333,4.494074074,7.5,5,,,5,,,2.5,,,2.5,4.5,7.48466988,0,1,1.75,5,7.5,5,3.962095697,7,10,10,10,10,10,10,10,9.25,6.092465309,118,5.920588235,6.385131632,7,7,7,7,6.576429967,3.437319597,3.177842298,5.590815543,3.333333333,5,4.580553111,8.881571626,5.576922893,5.755081177,0.897435897,4.778738645,7.966541122,9.64030498,8.445,10,9.012961525,9.493333333,7.82,0.5388,5.950711111,6.030466557,8.771009182,7.400737869,10,5.844405094,2.307692308,8.40754874,5.519882047,7.217832757,5,9.595257221,10,8.198419074,5.566666667,4.197220802,6.882367928,8,2.517253846,1,4.693918207,4.078936577,7.111111111,9.631863094,4.346271674,9.232431235,7.584390146,6.997500639,6.629945973,6.84,86,6.466232654,107,3
2016,UGA,Uganda,Sub-Saharan Africa,2.161521714,4.527821786,3.399779177,3.363040892,5.392618579,5,8.939451477,7.5,9.397415612,9.908407173,8.149054852,9.9,7.5,5,5,5,7.466666667,7.002780033,10,10,5,8.333333333,,,10,7.555555556,7.638888889,8.398148148,7.5,5,,,2.5,,,10,,,10,7,10,10,4,3.75,10,10,7.5,7.892857143,0,5,5,5,0,0,0,10,3.75,6.128889094,115,9.15,10,10,5,3,4,8.2875,4.031134048,4.148972829,5.066053867,3.333333333,5.833333333,4.869959497,8.18722719,4.7252357,4.081293345,0.923076923,4.730399908,9.347710878,6.334117527,8.9072,10,8.647257101,7.753333333,7.44,5.1872,6.793511111,6.071184477,3.162739771,4.616962124,10,6.751639445,8.461538462,10,8.404392636,7.453716468,10,8.510778196,9,9.170259399,10,5.351037978,8.32515955,8,10,10,8.612699588,4.307663043,3.555555556,8.878653186,2.982398232,8.915223454,7.814181339,6.075612468,7.952857152,7.41,46,6.769444547,85,3
2016,UKR,Ukraine,Eastern Europe,4.766431307,5.136370026,3.736319344,4.546373559,7.464542925,0,8.111306066,0,9.644481142,9.826684557,5.516494353,10,7.5,10,10,10,9.166666667,7.382567982,5,10,10,8.333333333,,,2.5,7.484444444,7.588888889,5.857777778,7.5,7.5,,,5,,,2.5,,,5,5.5,7.778007137,10,5.666666667,3.75,7.5,7.5,7.5,7.099239115,7,10,10,10,10,10,10,10,9.25,6.586270408,97,4.973529412,4.869888838,10,10,7,8.5,7.085854562,2.246535222,2.7062277,3.804157575,8.333333333,6.666666667,4.8026205,9.087032736,4.492178758,5.2126352,0.717948718,4.519291988,7.609485624,4.69342366,7.221,0,4.880977321,9.44,9.1,7.948,8.829333333,4.59809502,3.77871719,4.188406105,10,3.78323396,0,5.86315899,3.215464317,6.558300939,8,9.348894383,10,9.116298128,5.566666667,4.982025623,4.738438527,6,9.251725385,0,5.089809367,3.809336027,5.777777778,9.78348897,2.936682582,9.674541747,6.328945582,6.385128781,6.863745425,5.98,134,6.283135204,118,3
